VIOLENT_CRIME_FLAG;REPORTING_AREA_ENCODED;OFFENSE_CODE_GROUP_ENCODED;DAY_OF_WEEK_ENCODED;COUNT_CRIMES_ENCODED
1;406;61;4;4
1;98;41;6;0
1;174;55;6;2
0;88;32;4;0
1;727;54;0;0
0;236;40;1;0
1;572;15;1;2
1;778;35;2;0
1;428;27;6;1
0;318;32;6;0
0;612;32;4;0
0;817;12;4;0
1;556;35;3;0
0;520;19;5;0
0;778;51;5;2
0;527;10;6;0
1;565;0;1;1
1;474;63;4;0
1;203;44;1;0
1;660;43;6;0
1;390;27;3;0
1;327;14;6;0
1;185;64;1;0
1;791;64;1;1
0;201;52;0;1
0;334;46;3;6
1;533;35;3;1
1;288;27;4;0
1;361;31;4;11
0;241;5;3;1
0;356;17;5;0
1;277;42;4;0
0;427;52;2;0
0;290;19;5;0
1;102;43;0;4
1;341;27;3;0
0;77;4;5;0
1;402;64;5;2
1;276;61;4;0
1;135;63;3;3
1;404;64;1;6
0;245;4;0;0
0;32;62;0;1
1;851;31;4;0
1;421;58;0;0
1;500;65;5;2
0;834;40;2;1
1;87;65;1;0
1;487;65;5;1
1;175;42;5;0
1;292;61;5;1
0;762;51;2;0
1;308;43;5;4
0;106;10;1;0
0;527;32;5;1
1;820;49;2;0
1;73;63;6;0
1;563;35;5;1
1;415;0;4;1
1;44;43;2;1
1;173;61;4;2
0;662;34;1;3
1;252;61;6;10
1;323;27;1;0
1;325;66;4;0
1;398;6;6;0
1;361;15;5;2
0;231;46;6;3
1;176;43;3;20
0;440;40;5;1
1;363;45;3;0
1;170;41;1;0
0;804;5;2;0
0;530;4;1;0
0;11;11;0;0
1;530;53;4;0
1;205;61;0;1
0;395;4;6;3
0;70;51;1;1
0;514;40;1;2
1;247;15;4;0
1;382;31;4;4
0;351;56;3;0
0;780;37;6;0
0;239;5;5;0
1;55;43;6;3
0;525;46;2;1
1;426;64;6;1
0;823;4;3;1
1;822;35;4;0
1;346;35;4;0
1;62;35;1;1
0;398;22;0;0
1;355;64;5;0
0;231;5;0;0
1;784;35;4;0
0;529;40;6;0
1;457;27;6;0
0;730;56;1;0
0;299;4;0;0
1;555;3;3;0
0;454;37;2;1
1;556;61;2;1
0;149;62;1;1
1;536;43;2;2
1;25;27;2;0
1;718;63;1;0
0;739;22;0;2
1;277;31;4;0
1;172;61;6;4
1;371;61;1;2
1;869;31;0;0
0;469;22;5;0
0;394;5;4;0
1;430;43;1;2
1;514;65;0;2
0;507;56;1;1
1;261;65;5;1
0;146;40;4;0
1;1;31;0;0
0;198;62;2;1
1;683;31;1;0
1;504;45;0;0
0;751;40;3;1
0;429;52;1;1
1;797;64;5;0
1;538;58;1;0
1;258;41;2;0
1;748;43;3;4
0;645;56;4;0
0;121;4;4;0
0;237;47;1;0
0;222;19;0;0
1;363;42;5;5
0;373;40;6;0
0;460;46;1;1
0;848;32;6;2
1;182;6;3;0
1;718;31;1;1
0;382;11;2;0
1;33;0;2;0
1;253;55;2;0
0;490;21;2;2
1;199;66;1;2
1;241;64;6;4
0;96;16;1;0
0;271;62;1;0
1;388;58;1;1
0;126;40;4;0
0;213;22;5;0
1;231;42;2;0
0;573;22;5;0
1;145;66;5;0
0;313;52;1;0
0;597;40;1;0
1;9;66;5;0
1;440;43;4;2
0;342;40;0;2
0;260;46;4;0
0;597;56;5;1
1;317;49;0;0
1;180;64;0;1
1;75;31;4;3
1;568;31;1;2
0;407;34;2;0
0;183;40;1;0
0;293;46;4;3
1;62;53;2;0
1;3;14;4;0
0;177;32;3;0
0;427;46;3;0
1;177;35;1;1
1;391;58;1;0
1;24;49;5;0
1;422;15;0;2
1;404;35;5;0
0;602;56;6;1
1;365;64;2;5
1;261;27;4;1
1;7;42;1;0
1;208;14;5;1
1;854;61;3;0
1;53;35;6;0
0;826;22;2;1
1;477;43;0;0
0;227;40;3;1
0;387;36;6;0
0;3;40;4;2
1;64;58;2;2
0;51;51;3;0
1;361;14;2;0
1;609;35;3;2
1;216;57;1;0
1;189;31;1;1
0;97;40;2;0
0;389;52;0;1
1;694;31;1;1
0;143;46;2;3
1;559;3;0;0
1;549;35;3;7
1;102;15;2;2
0;669;46;1;0
0;391;40;5;2
0;204;56;1;0
1;281;41;5;0
0;415;22;3;1
1;244;64;2;4
1;263;65;5;1
0;365;46;4;2
0;215;34;4;0
0;823;40;3;2
0;532;34;1;4
0;642;22;5;0
0;735;40;3;0
0;439;62;1;0
0;558;40;3;3
0;707;40;4;0
1;325;58;2;0
0;241;12;0;0
1;226;63;6;2
1;300;15;3;0
0;217;34;1;0
1;739;14;1;0
1;171;35;4;3
1;146;63;0;0
0;4;46;4;9
0;36;62;2;5
0;489;56;5;0
1;770;43;6;3
1;124;65;1;0
1;253;65;6;5
0;362;36;4;0
0;273;62;1;4
1;850;66;1;0
1;543;15;3;0
0;381;11;5;0
0;582;32;1;2
0;230;46;0;4
1;265;49;3;0
1;725;63;1;0
1;188;57;4;0
0;209;40;0;4
1;198;65;1;4
0;202;34;3;1
1;180;27;4;0
1;290;64;2;2
1;827;35;2;1
0;136;62;3;2
1;294;61;5;2
0;518;4;0;2
0;62;56;6;0
0;400;12;2;1
0;775;56;1;2
0;370;5;0;0
0;234;19;2;0
0;291;46;3;0
1;661;31;1;2
0;38;34;0;14
1;766;57;2;0
1;735;15;6;1
0;841;22;4;3
1;669;15;2;1
0;796;40;3;0
0;215;40;1;1
1;199;58;6;1
0;94;46;5;4
0;279;40;0;6
1;220;65;3;0
0;261;36;1;0
1;556;27;0;0
1;343;64;1;0
0;356;22;5;1
0;207;52;5;1
1;254;64;4;0
1;203;15;2;1
1;65;0;5;0
1;585;27;2;1
1;571;35;2;1
0;354;21;0;0
0;582;56;6;1
0;163;34;0;1
1;509;63;2;2
1;854;66;1;0
0;62;22;5;0
1;134;43;5;0
1;316;64;3;2
1;111;49;6;0
0;800;56;1;1
1;475;64;3;0
0;43;32;0;1
1;20;61;6;8
1;602;43;6;2
1;166;42;3;0
0;338;32;1;1
1;638;58;4;0
1;356;29;3;0
1;811;41;6;0
1;371;41;0;0
0;69;22;2;0
1;811;61;2;1
1;372;31;1;4
1;346;31;3;1
0;807;51;3;0
1;563;66;0;0
0;759;62;2;3
1;851;27;0;1
0;768;16;5;0
0;683;36;5;0
0;539;22;1;0
1;127;43;2;7
1;259;43;1;10
1;185;65;1;4
0;265;62;1;3
1;464;35;0;0
0;766;52;3;2
1;841;63;6;0
1;323;31;2;3
0;328;32;6;1
1;588;43;4;1
1;401;43;2;21
1;776;31;4;1
0;55;40;5;2
1;79;63;0;3
1;78;43;4;4
0;25;62;4;0
0;615;11;1;0
1;477;15;4;0
1;817;6;2;0
1;781;31;0;0
1;848;27;6;0
1;79;64;1;4
0;291;34;5;4
1;795;15;1;1
1;463;64;1;1
0;709;40;3;0
1;43;66;5;1
1;224;58;1;0
0;76;22;5;0
1;393;35;3;2
1;202;64;3;0
1;665;49;1;0
1;406;49;6;0
1;325;65;4;1
0;706;40;2;0
0;623;59;1;0
1;531;61;1;1
1;350;43;2;6
0;180;34;1;0
1;475;42;5;0
1;387;33;3;1
1;555;43;3;1
1;280;15;0;0
1;420;0;2;2
0;452;4;5;0
1;152;64;2;3
0;494;46;0;0
0;558;34;4;0
1;628;15;1;0
1;66;63;2;0
1;823;58;0;1
1;350;27;5;1
1;808;61;2;1
1;194;31;4;1
0;513;56;2;0
1;428;61;2;0
1;77;42;3;0
0;83;34;0;1
1;14;0;5;2
1;74;43;1;1
0;762;34;6;1
1;780;31;5;2
0;41;62;4;6
1;286;42;0;0
0;235;34;6;0
0;203;34;3;4
0;290;34;5;4
0;174;62;1;1
0;130;52;1;0
0;253;51;5;0
1;133;65;2;0
1;805;63;2;1
1;293;35;0;0
1;518;35;5;0
1;308;15;1;0
1;249;3;2;0
1;84;66;1;1
0;131;40;0;4
1;748;43;4;1
1;168;66;5;1
0;573;4;2;0
1;239;63;0;8
1;112;15;1;15
0;867;62;1;0
1;583;61;5;1
1;472;31;1;1
0;852;52;4;1
0;117;11;3;1
0;595;22;5;1
1;338;43;4;4
0;104;22;1;1
0;472;11;3;0
0;128;62;2;2
1;52;31;0;3
1;685;41;6;0
1;88;27;5;1
0;421;46;5;0
0;639;40;1;3
1;851;31;1;2
0;187;22;1;0
0;400;51;4;0
0;407;32;3;1
1;868;15;2;0
1;19;15;5;5
0;527;22;0;0
1;824;27;4;0
0;874;32;2;0
1;28;27;1;0
1;317;41;3;0
1;165;0;5;0
1;138;35;4;1
1;239;15;5;8
0;442;34;2;0
1;374;63;4;3
1;745;31;0;0
0;224;4;5;0
1;549;0;6;0
0;746;56;6;0
0;261;59;1;1
0;574;22;2;1
0;253;62;4;3
1;452;43;0;3
1;403;66;2;2
1;35;64;2;0
0;393;19;5;1
0;820;40;3;3
1;398;63;5;2
0;856;59;5;1
0;39;52;0;7
0;366;52;2;1
1;417;63;6;1
0;60;4;6;0
1;191;64;3;5
1;380;64;2;9
0;791;52;5;0
0;391;17;1;0
0;325;34;1;2
0;14;17;0;0
1;191;66;1;4
1;367;0;1;3
1;121;63;2;0
0;38;34;1;16
0;231;36;0;0
0;43;52;5;3
1;48;35;5;1
1;109;65;0;1
1;854;6;0;0
0;757;34;4;1
1;512;15;6;3
1;673;43;4;0
1;849;66;4;0
1;672;43;6;2
0;713;34;2;0
0;276;5;4;0
1;768;15;1;1
1;212;43;1;4
1;581;35;5;0
1;825;27;6;0
0;586;34;1;0
1;457;64;2;0
1;151;57;2;0
1;512;61;5;1
0;158;40;4;0
1;152;29;2;0
1;268;31;4;5
0;312;52;3;0
1;533;61;2;0
0;773;34;1;1
1;774;64;2;1
1;30;27;0;0
1;764;35;1;0
1;76;61;1;1
1;419;43;2;4
0;498;34;6;1
0;258;11;1;0
1;852;65;0;0
1;524;63;6;0
1;66;64;5;0
0;9;46;0;0
0;198;38;2;0
1;160;61;1;2
0;127;11;4;0
0;243;56;6;0
0;586;40;6;0
1;855;58;0;0
1;147;63;6;1
0;75;59;5;0
0;824;21;2;0
1;539;43;6;2
0;811;32;5;5
1;267;61;5;2
0;519;52;6;0
0;155;32;0;0
1;521;55;3;0
1;826;43;5;7
0;303;40;2;0
0;565;40;2;6
0;309;52;0;1
0;145;4;6;0
0;42;10;1;0
0;487;52;3;1
0;799;4;5;0
1;422;66;0;1
0;452;32;2;0
0;738;51;6;0
0;338;4;6;0
1;370;35;1;0
1;434;43;0;5
1;170;43;1;14
0;445;34;3;1
1;741;41;5;0
0;411;52;2;0
0;460;34;1;3
1;873;3;6;0
1;452;63;5;2
1;489;63;3;0
1;618;35;1;2
0;781;40;3;2
1;798;14;2;3
1;80;31;0;1
0;58;62;1;1
0;326;47;4;0
0;507;46;6;0
1;387;65;3;1
1;350;42;3;0
0;200;52;6;0
1;74;31;0;1
1;402;0;2;0
0;386;62;2;7
1;498;65;5;0
0;215;62;3;0
0;83;46;5;2
1;145;43;0;1
0;249;19;2;0
1;536;63;2;3
1;367;44;5;0
0;510;22;0;0
1;225;53;6;0
1;237;27;6;2
1;472;0;6;2
1;69;42;1;0
0;473;32;3;0
1;532;66;3;1
1;661;61;6;2
0;182;56;1;0
1;876;55;4;0
1;227;41;4;0
1;86;64;1;0
0;579;52;2;16
1;816;35;4;0
0;88;32;6;1
1;94;27;0;0
1;669;31;3;0
1;534;64;2;2
1;435;27;0;0
0;363;40;2;3
1;176;0;6;5
0;254;62;6;2
0;362;51;6;0
0;178;52;0;0
1;465;58;4;0
1;248;63;3;1
0;215;46;4;0
0;440;56;1;0
1;10;43;5;10
0;328;56;4;0
1;158;31;5;0
1;242;6;1;0
1;189;41;3;2
0;64;32;2;2
1;784;61;1;0
1;131;31;2;0
0;832;34;6;1
0;742;62;1;1
1;846;66;4;3
0;155;46;2;3
0;161;11;0;0
1;734;43;3;7
0;241;62;3;1
1;585;0;6;1
0;510;62;0;0
0;14;11;5;0
0;349;62;0;0
1;185;57;2;0
1;465;53;0;0
1;460;43;6;1
1;688;31;5;1
1;96;43;0;14
0;425;22;4;0
1;582;43;5;8
1;391;31;1;1
0;291;40;4;0
1;525;61;0;0
1;108;15;1;0
1;792;15;0;0
0;802;62;0;4
1;653;31;0;0
1;422;63;1;0
1;275;61;6;0
1;253;64;6;8
0;164;52;2;0
0;617;46;6;0
1;826;35;2;0
0;17;19;6;0
1;28;63;4;4
0;152;46;0;2
1;586;61;1;0
0;768;22;6;0
0;171;51;3;0
1;456;35;3;5
1;730;63;2;0
0;242;34;6;2
0;239;4;6;0
1;252;58;5;3
1;443;42;4;0
0;493;46;6;0
1;159;31;0;1
1;335;31;5;3
1;402;43;6;5
1;27;43;5;2
1;84;65;6;0
1;598;63;5;0
0;351;37;2;0
0;604;32;0;1
0;274;32;0;1
0;563;51;6;1
0;324;46;5;0
0;507;47;1;1
1;381;49;6;0
1;596;65;4;0
0;726;52;6;0
0;388;40;2;0
1;545;55;2;0
1;402;66;1;0
1;782;35;3;0
1;723;43;5;1
1;399;15;0;0
1;485;43;2;0
1;356;43;6;0
0;444;22;4;2
0;560;34;5;1
0;579;40;2;14
0;420;56;3;1
1;192;65;6;0
1;58;65;3;1
1;777;63;4;1
1;88;6;3;0
1;104;45;3;0
1;767;61;5;3
1;490;61;5;0
1;339;20;1;0
1;94;64;6;1
1;372;58;6;1
0;2;22;4;1
1;752;31;5;0
1;71;43;4;0
1;715;63;6;3
0;147;62;1;3
1;442;63;3;2
0;17;52;2;2
1;739;65;1;0
0;147;32;6;1
0;422;12;3;0
1;868;43;6;0
0;489;32;1;1
1;566;49;5;0
0;179;40;4;1
0;122;40;2;4
0;155;34;1;0
1;370;31;3;7
0;336;56;4;0
0;802;4;2;0
1;286;65;0;8
0;157;62;0;0
1;582;14;3;0
0;116;46;6;0
1;284;31;3;2
1;99;65;4;0
1;757;15;5;0
1;46;35;3;4
1;127;58;5;0
1;805;14;2;0
0;204;32;3;0
0;720;32;3;0
1;610;49;4;0
0;23;21;3;0
1;528;15;3;0
1;173;41;6;0
1;396;63;0;0
0;42;19;0;1
0;570;40;2;0
0;568;52;4;1
0;848;34;3;1
1;142;31;2;0
1;108;63;6;0
0;619;11;1;0
0;104;56;5;0
1;36;64;6;0
0;134;40;2;2
0;777;4;3;0
1;245;58;0;1
0;579;51;4;0
0;765;62;0;9
0;244;5;5;0
1;3;14;5;0
1;718;8;5;0
1;378;35;6;1
0;179;51;4;0
0;734;46;4;0
1;469;61;4;1
1;673;15;0;3
0;300;32;1;0
0;209;19;3;0
0;457;32;2;0
0;579;32;1;14
0;781;34;2;0
1;549;43;6;1
1;190;65;0;0
0;761;34;3;1
1;618;27;0;1
1;267;61;6;0
1;392;42;3;8
1;247;44;2;0
1;344;35;0;0
0;565;40;6;2
1;83;63;1;3
0;237;46;6;4
0;557;52;1;0
0;412;32;6;0
0;705;32;4;0
0;73;12;1;0
0;686;10;2;0
0;291;4;3;0
1;667;15;2;1
0;422;46;5;0
1;350;42;1;1
0;9;34;1;2
1;771;3;2;1
0;27;34;2;3
1;225;31;4;8
1;370;66;4;0
1;18;66;4;4
1;602;63;3;0
0;479;46;2;0
0;230;34;3;0
0;357;40;6;0
0;661;40;5;0
1;10;64;5;0
1;415;0;1;0
0;793;19;6;0
0;750;38;2;0
1;424;42;0;0
0;57;62;4;5
1;226;0;1;2
1;433;31;0;2
0;189;34;1;7
1;775;63;0;2
0;162;32;0;0
1;10;20;4;0
1;234;63;0;7
0;860;32;5;4
1;252;14;6;1
0;799;52;1;1
1;824;6;2;0
1;241;42;5;2
1;727;64;0;0
1;79;63;5;6
0;25;22;1;1
1;262;61;0;10
1;516;31;5;0
1;388;0;5;0
1;628;31;4;4
0;176;34;3;18
1;382;57;0;0
0;91;62;5;0
0;729;46;6;0
0;45;56;4;0
1;582;43;6;6
1;103;43;6;2
0;802;62;6;0
0;93;46;4;1
1;505;27;3;0
1;37;63;3;1
1;155;64;4;2
0;262;22;4;2
1;168;65;4;0
0;96;4;6;2
0;268;11;1;0
0;677;56;6;0
0;876;22;0;0
1;422;44;1;0
0;404;56;2;0
1;194;63;4;0
1;407;58;0;1
1;799;61;5;3
0;211;11;1;1
1;324;65;6;0
1;433;31;4;0
0;433;4;2;0
1;338;57;3;0
0;814;51;1;0
1;398;58;2;0
1;94;35;2;1
0;245;19;0;0
0;245;11;4;0
0;287;21;6;0
1;48;66;0;0
0;334;40;4;4
0;50;32;0;1
0;564;40;2;3
1;114;53;4;0
1;199;45;5;0
1;421;43;6;4
1;599;41;0;0
1;269;65;0;0
0;243;40;2;0
1;427;31;6;0
1;772;63;1;0
1;226;58;3;4
1;88;45;5;0
1;542;61;5;0
1;203;31;4;0
1;197;35;5;1
1;333;43;2;1
0;730;62;3;1
1;111;31;2;0
0;820;62;0;0
1;135;58;5;0
0;851;40;2;0
0;535;38;3;0
1;729;63;3;0
1;535;63;5;0
1;565;43;1;5
1;84;50;0;1
1;498;43;3;1
1;533;43;0;0
1;471;35;6;0
0;134;52;4;0
0;524;51;3;0
1;256;0;3;0
0;512;34;2;2
1;428;64;0;1
1;855;64;3;4
0;373;4;5;0
0;343;32;0;0
1;327;64;0;2
0;677;19;6;0
1;823;64;3;7
1;140;43;5;0
1;498;14;5;0
1;290;43;5;3
1;210;61;5;1
1;300;31;3;0
0;112;22;6;1
1;180;0;6;0
1;35;31;4;5
1;565;31;2;0
1;326;15;2;2
0;817;32;0;1
1;244;42;4;1
1;147;63;0;0
1;18;35;6;1
0;616;40;2;0
1;371;0;0;1
1;505;31;2;0
1;352;63;3;1
0;818;11;4;0
0;582;46;1;7
1;740;27;5;0
1;460;27;2;1
1;170;61;3;2
0;666;4;2;0
1;442;64;0;0
0;279;10;3;0
0;151;46;0;0
1;372;63;6;3
0;605;40;6;2
1;499;53;0;0
0;143;34;1;0
1;208;43;6;2
1;92;15;3;0
1;387;58;3;2
1;557;2;3;0
0;122;40;3;0
1;422;31;4;5
0;328;34;3;1
1;511;65;4;1
0;273;60;3;0
0;743;32;0;1
1;744;31;5;2
0;55;51;6;0
1;353;35;5;1
1;481;20;4;0
1;102;66;1;0
1;717;66;3;2
1;333;27;6;0
1;392;66;4;5
1;810;61;4;0
1;756;43;4;2
1;2;43;3;0
1;506;31;6;1
1;803;61;0;2
1;311;61;2;0
0;49;10;4;0
0;224;52;2;1
0;791;56;4;0
1;275;31;2;2
0;145;40;6;0
0;444;36;0;1
1;239;66;6;0
0;731;62;4;0
0;8;10;6;0
0;465;11;5;1
0;27;10;0;0
1;365;43;5;6
0;251;4;3;0
1;224;64;3;0
1;440;35;5;1
1;225;31;0;2
1;436;41;1;0
0;208;22;2;0
1;658;63;0;0
1;602;63;2;1
1;132;27;6;2
1;60;63;2;0
1;689;27;5;0
1;39;0;1;1
1;585;61;2;0
1;370;35;2;0
1;252;58;1;2
0;773;4;5;0
1;403;31;0;15
1;798;0;6;0
1;35;66;6;4
0;647;40;1;5
1;113;43;3;1
1;255;65;4;0
0;153;32;6;0
0;48;10;5;1
0;140;62;1;0
0;735;46;0;0
0;403;21;5;1
1;331;43;2;0
1;212;61;3;1
1;14;14;2;8
0;266;22;3;0
0;655;11;6;0
0;717;4;4;0
0;141;4;3;0
0;84;46;5;5
1;88;31;1;1
1;284;65;0;1
1;152;64;3;0
0;477;40;6;0
0;667;40;0;0
1;716;61;0;1
0;313;52;2;0
1;684;33;6;0
0;171;46;3;0
0;250;62;4;0
0;758;51;3;0
0;92;56;0;0
0;282;12;2;0
0;258;36;6;0
0;244;34;3;3
1;178;64;4;2
0;863;40;4;0
0;360;32;0;2
0;874;40;6;2
1;289;43;5;7
0;23;52;2;0
1;762;61;2;0
1;348;31;5;0
0;278;51;4;0
1;823;31;4;1
1;577;31;5;0
1;749;55;3;0
0;463;21;1;0
0;472;46;1;4
1;394;31;2;4
1;676;31;0;2
1;680;42;3;0
1;231;64;0;1
0;229;56;4;0
1;781;31;3;3
1;273;61;4;3
1;208;43;4;8
0;332;22;4;0
1;385;42;6;1
0;580;51;6;0
0;127;40;6;4
1;856;61;5;1
0;86;62;5;3
1;392;65;2;0
1;491;61;0;0
0;585;46;6;3
0;379;59;2;0
0;826;62;6;2
0;552;52;6;1
1;723;63;3;0
1;321;49;4;0
1;426;61;3;0
1;2;43;0;2
1;751;27;0;0
1;540;35;0;0
1;811;43;1;5
0;184;34;5;2
0;174;32;6;0
0;241;46;3;2
0;519;52;1;0
0;442;52;3;0
1;626;66;2;0
0;529;46;0;2
1;355;6;5;0
1;807;66;3;0
1;536;31;4;0
0;31;52;4;0
0;585;22;3;0
0;808;62;1;1
0;774;40;6;1
1;463;43;6;5
1;67;15;4;0
1;317;0;2;0
1;392;31;5;4
1;869;31;2;1
0;262;36;2;0
0;69;34;2;1
0;424;40;0;2
0;369;46;1;1
1;259;57;0;1
0;183;52;2;0
1;245;43;4;9
1;204;43;4;4
0;741;12;1;0
1;811;0;4;1
1;569;43;6;2
1;438;64;4;0
1;728;20;3;0
0;294;22;4;1
1;739;61;4;7
1;151;31;3;0
0;41;46;5;0
1;518;15;4;0
0;551;34;0;0
1;425;31;1;0
0;706;34;4;0
1;126;27;5;0
0;757;62;4;1
0;578;40;4;1
1;162;0;3;1
1;243;31;1;0
0;188;34;0;2
0;237;56;0;1
1;566;8;6;0
0;114;19;2;0
0;652;34;6;0
0;816;34;6;1
0;394;52;5;2
1;827;41;4;0
1;163;64;2;2
0;556;52;2;3
0;465;5;0;0
1;465;66;4;2
1;605;41;6;0
0;60;62;5;2
0;513;4;0;2
0;823;52;2;0
0;166;40;2;1
1;366;49;3;0
0;500;21;2;1
1;533;31;4;0
1;323;31;6;5
1;558;58;5;1
1;48;35;3;0
1;846;57;5;0
1;766;15;2;2
0;198;32;2;2
1;182;31;4;3
1;371;63;3;1
0;818;40;5;1
1;551;65;1;0
0;826;32;0;6
1;865;0;2;0
1;317;33;1;0
1;536;57;0;0
1;176;27;2;0
0;739;51;6;1
0;770;5;1;0
0;812;4;4;0
0;726;34;2;1
0;93;34;3;3
1;518;15;2;4
1;831;15;6;0
1;415;15;5;1
1;549;43;0;4
0;719;51;4;0
1;207;66;6;4
1;152;31;3;0
1;758;35;3;0
1;751;15;4;2
0;782;10;4;0
1;514;43;4;3
0;393;56;1;2
1;211;0;2;2
0;173;52;2;0
0;498;21;5;0
1;122;64;2;0
1;576;63;2;4
1;332;0;3;0
0;767;56;4;3
0;380;46;4;6
0;27;62;1;0
1;394;43;5;7
1;559;61;4;0
0;365;56;6;1
0;873;52;0;2
0;590;40;4;0
0;222;40;3;1
1;59;63;3;0
0;16;52;3;3
1;404;27;0;2
1;778;64;0;1
1;728;58;5;1
0;160;34;3;5
0;773;56;5;0
1;209;61;6;1
1;110;63;3;2
1;494;61;5;0
0;361;52;5;1
0;58;46;2;0
1;873;14;2;0
0;751;52;4;0
0;745;34;4;0
0;334;19;1;0
0;363;46;1;1
1;27;42;5;0
1;768;43;3;9
1;814;63;0;1
1;685;27;3;0
1;328;43;3;0
1;317;41;4;0
0;565;46;5;2
1;2;15;6;1
0;544;32;5;0
0;194;59;4;0
1;777;0;2;0
0;507;40;1;1
0;765;59;0;0
0;109;11;6;2
0;776;22;0;2
1;823;49;5;0
1;814;27;1;0
0;557;19;1;0
1;131;31;4;0
1;757;35;0;2
1;166;64;6;0
1;749;31;3;0
0;314;32;2;2
1;174;57;1;0
1;178;33;6;0
0;565;4;0;0
0;342;12;1;0
0;529;32;0;1
1;290;66;4;2
1;38;65;5;0
0;437;32;1;2
0;557;32;4;0
0;21;40;0;1
0;842;52;2;0
0;37;51;1;1
0;225;56;0;0
1;185;27;6;1
1;720;63;6;0
1;856;64;0;1
1;689;49;1;0
1;270;63;0;1
1;726;14;1;0
1;174;31;4;2
0;427;32;3;0
0;426;52;1;1
0;869;34;3;3
1;149;61;0;0
0;798;52;0;1
0;400;46;3;4
0;511;22;6;1
1;246;65;4;0
1;461;27;4;0
1;850;58;2;1
0;236;34;6;0
0;41;30;5;0
0;225;22;1;0
0;234;12;0;0
1;191;63;5;7
0;416;46;0;0
0;102;34;2;1
0;199;11;2;0
0;179;46;6;2
0;514;52;0;0
0;740;11;5;0
1;321;15;2;1
1;401;27;2;0
1;36;31;1;1
0;53;34;1;6
1;234;31;2;5
0;471;40;1;0
1;818;63;1;2
0;395;40;3;1
1;170;31;2;3
1;174;35;2;2
1;200;0;4;1
0;212;52;4;0
0;18;40;3;0
1;196;66;1;1
1;11;61;4;1
0;678;34;1;2
1;0;61;4;0
1;66;31;3;0
0;750;40;4;1
0;16;12;4;0
0;786;62;1;0
0;312;46;0;0
0;121;52;0;0
1;827;61;2;0
0;827;36;0;0
1;406;33;3;0
0;529;56;1;1
1;849;66;2;0
1;814;63;1;1
0;544;40;2;0
1;253;14;4;1
1;329;63;5;1
0;244;4;5;0
0;33;5;5;0
0;524;52;3;0
1;271;35;0;2
0;76;46;5;2
0;119;37;6;3
0;354;32;4;2
1;751;64;1;0
0;194;38;1;1
1;559;15;0;0
0;71;40;6;0
1;389;65;2;0
1;515;50;6;0
1;762;35;0;0
0;396;46;4;0
1;514;31;5;4
1;303;61;1;1
1;86;43;3;11
0;272;46;2;0
0;421;34;3;1
0;584;56;3;0
1;674;14;2;0
0;126;22;0;0
0;598;52;4;0
1;270;61;1;1
0;639;10;3;1
1;93;61;3;3
1;17;53;6;0
1;96;66;5;9
0;274;5;4;0
1;380;57;3;0
1;876;14;1;0
1;415;66;2;1
1;441;64;5;0
0;393;62;5;0
1;767;65;4;1
1;131;58;2;0
0;491;40;4;0
1;565;31;3;3
0;276;62;2;1
0;579;34;2;26
0;126;52;6;0
0;578;32;4;4
0;676;40;0;4
0;524;21;1;0
0;514;32;3;0
1;228;66;6;0
1;206;64;0;0
1;152;45;4;0
0;100;40;6;3
0;876;22;4;0
0;765;32;5;1
0;340;19;3;0
0;551;59;0;0
0;595;40;5;7
1;178;64;5;4
1;380;33;2;5
1;803;66;6;0
0;289;40;0;2
0;23;4;5;1
1;436;27;1;0
1;112;15;4;12
0;766;56;1;3
0;81;34;3;0
0;825;32;5;0
0;828;34;4;0
1;237;35;4;1
1;850;35;6;7
0;199;46;3;5
0;141;62;2;1
1;191;24;3;0
1;596;55;4;0
0;330;4;0;0
1;373;55;3;0
1;538;3;3;0
1;605;63;3;0
1;500;58;1;0
0;745;56;0;0
0;201;46;2;1
0;263;10;2;0
1;326;57;2;1
0;172;40;5;6
0;141;62;1;1
0;555;4;5;0
1;235;64;0;4
1;551;31;5;1
1;293;64;0;3
0;667;32;2;1
0;745;36;5;0
1;674;14;6;0
0;276;52;3;0
0;609;34;4;0
0;845;11;1;0
1;15;61;3;3
0;119;34;3;0
1;198;27;1;1
1;290;43;6;5
0;115;34;1;0
1;431;0;1;0
1;55;49;6;0
1;55;42;5;0
0;176;47;1;0
1;43;0;1;0
1;201;14;3;0
1;532;43;2;2
1;350;43;4;3
0;244;56;5;0
1;184;31;4;0
1;425;41;3;2
1;40;35;1;3
1;211;15;0;2
1;18;49;1;1
1;875;27;5;0
0;97;56;4;1
1;15;65;1;2
0;263;4;0;0
0;436;46;4;2
1;436;65;3;0
0;386;62;0;0
1;498;43;4;2
1;188;35;5;0
0;556;4;2;0
1;509;61;1;0
1;761;27;0;1
1;214;31;5;1
0;439;32;3;1
0;669;40;2;0
0;87;47;4;0
0;78;62;5;0
0;619;32;1;1
1;593;65;5;0
1;234;66;1;2
1;534;35;5;2
1;548;65;0;0
1;791;43;4;2
0;316;56;5;0
1;380;61;0;7
1;294;63;2;3
0;584;40;2;1
0;86;51;4;14
1;328;61;6;0
0;676;46;5;0
1;814;27;0;2
0;602;34;0;3
1;567;66;5;0
0;691;46;0;0
0;708;34;3;0
1;435;33;1;0
0;38;46;5;0
0;324;22;6;0
0;747;56;0;1
