VIOLENT_CRIME_FLAG;REPORTING_AREA_ENCODED;OFFENSE_CODE_GROUP_ENCODED;DAY_OF_WEEK_ENCODED;COUNT_CRIMES_ENCODED
1;355;27;0;0
1;799;35;1;2
0;561;19;3;0
1;279;35;1;2
1;252;66;5;4
1;824;49;1;0
1;267;61;2;3
0;399;46;6;3
1;351;64;5;4
0;127;46;5;0
0;236;4;0;0
1;491;42;0;0
0;417;32;3;2
1;176;15;1;16
0;254;4;5;0
1;387;42;5;0
0;336;40;6;1
0;596;51;1;0
1;350;61;1;2
1;81;41;1;0
0;474;46;1;0
1;707;31;1;0
1;433;58;2;0
0;286;52;2;1
0;60;56;2;0
0;273;56;2;1
1;631;41;5;0
1;867;15;0;0
1;767;55;4;0
0;626;40;2;0
1;479;63;5;0
0;799;32;2;1
1;82;0;4;0
0;398;32;4;3
1;330;64;1;0
1;652;41;5;0
1;382;41;4;18
1;819;15;4;1
0;806;40;5;2
1;259;58;6;0
1;767;0;6;2
1;51;43;5;0
1;260;31;3;0
0;670;32;0;0
1;253;15;2;1
1;411;0;5;0
1;280;43;5;0
0;436;4;3;0
0;185;51;4;0
1;445;31;0;0
0;85;4;5;0
1;284;6;6;0
1;29;27;5;0
0;774;56;6;4
0;60;4;4;0
0;66;62;1;2
0;354;40;6;1
1;800;0;2;0
1;363;57;2;0
1;334;43;3;10
1;734;27;2;0
0;472;40;3;3
0;501;52;6;0
0;404;56;6;1
0;489;34;1;0
1;568;61;2;0
0;342;12;4;0
0;113;34;1;1
0;818;56;2;0
1;523;63;1;0
1;139;63;2;1
0;394;21;3;0
0;564;32;3;2
1;745;35;2;1
0;16;52;5;2
1;428;31;5;0
0;160;34;4;0
0;154;56;6;0
1;762;15;6;0
0;452;40;0;2
0;415;32;1;1
1;260;41;4;3
0;208;21;1;0
1;118;0;4;0
1;261;65;2;3
1;260;61;5;6
1;224;15;4;1
0;83;37;3;0
1;133;0;1;1
1;176;41;2;1
0;52;32;6;1
1;302;15;4;0
0;33;22;0;1
1;396;65;3;0
0;612;34;6;0
0;225;22;0;1
1;229;65;3;1
1;77;35;1;0
0;341;21;6;1
1;320;31;4;0
1;823;42;4;1
1;115;14;2;0
1;263;44;0;0
0;846;56;1;0
0;436;4;6;1
1;229;64;0;2
1;228;64;6;4
0;853;40;5;3
1;307;35;2;1
0;64;34;5;5
1;537;0;0;3
0;220;40;2;0
0;559;34;1;3
1;351;14;3;1
1;94;66;3;2
1;632;43;1;2
0;726;59;4;0
0;238;4;5;0
0;53;40;6;1
1;256;61;0;0
1;477;31;3;0
1;200;61;2;4
1;245;57;4;0
1;815;14;6;0
0;522;52;4;2
1;845;63;5;0
1;311;65;1;0
1;235;43;0;1
0;363;4;5;0
1;19;0;1;4
0;226;51;6;0
0;231;5;2;0
0;207;22;2;0
1;820;15;6;4
1;174;61;1;4
0;726;52;4;0
1;173;66;5;1
1;105;63;2;1
1;84;58;4;0
1;259;15;4;0
0;6;22;4;0
0;141;34;2;1
1;385;27;5;0
1;75;31;6;6
1;597;35;5;2
1;818;14;2;0
0;281;19;4;1
0;225;4;0;0
1;39;43;6;4
1;824;0;6;1
1;272;0;0;0
1;531;63;1;0
0;285;59;2;0
1;304;31;3;0
1;158;63;4;3
1;388;61;5;2
0;87;4;1;0
0;372;4;5;0
1;141;43;2;1
0;519;34;0;0
0;104;52;6;0
0;76;11;2;0
1;332;63;4;0
1;217;61;4;1
0;362;4;5;0
0;119;34;5;3
0;182;34;0;1
0;334;60;0;1
1;865;61;4;0
1;261;64;2;2
0;411;40;6;0
1;299;31;5;0
1;98;55;1;0
1;812;0;2;5
1;197;64;2;1
1;848;43;6;1
0;88;34;4;7
1;584;27;2;0
1;257;64;3;7
0;14;32;1;2
1;4;27;1;0
1;379;61;1;0
1;298;43;3;1
1;350;63;0;0
0;403;22;6;2
1;225;58;5;0
1;759;53;1;0
0;595;4;5;0
0;120;32;1;0
1;605;63;5;1
0;384;32;3;0
1;126;58;1;0
1;799;31;1;3
1;306;31;6;2
1;27;58;0;1
1;846;43;0;2
0;222;11;0;0
0;573;34;5;19
1;294;0;2;0
1;356;43;0;2
1;257;61;6;5
1;277;49;0;0
0;695;34;4;8
0;820;62;5;0
0;518;32;5;0
1;257;43;0;8
1;473;61;4;0
1;268;61;2;4
0;796;19;6;0
1;573;31;5;3
0;269;46;1;0
1;218;63;4;1
0;412;4;0;0
1;112;15;2;19
1;7;0;3;2
0;512;22;1;0
0;234;32;6;0
0;414;34;0;0
1;173;61;2;2
1;841;64;0;0
0;204;12;4;0
1;389;57;4;0
1;71;31;4;0
0;773;19;5;0
1;826;65;0;0
1;250;63;5;5
1;217;0;1;0
1;221;66;0;0
1;810;43;3;0
1;230;53;4;0
1;23;35;1;0
1;2;61;2;3
1;628;45;1;0
1;556;43;1;4
1;143;44;5;0
1;700;31;1;0
0;841;46;4;1
1;402;27;1;0
0;527;52;5;1
0;251;52;5;0
1;200;65;6;2
0;777;56;6;0
1;719;43;6;0
1;812;14;4;1
0;466;37;5;0
0;407;19;1;0
0;382;62;4;1
0;719;34;2;1
1;301;63;6;0
1;170;41;5;0
0;426;46;1;0
0;457;51;1;0
1;591;64;3;0
1;780;41;0;8
0;577;37;5;0
1;825;43;0;0
0;782;5;1;0
0;59;52;0;0
0;180;46;5;3
0;699;34;5;0
0;2;4;3;0
0;361;4;6;0
1;179;43;3;1
1;545;15;4;3
0;273;56;3;0
0;378;22;5;0
0;44;62;6;0
0;373;4;1;0
0;171;46;0;2
1;77;49;2;0
0;252;47;4;0
0;155;21;4;0
1;646;66;4;0
0;124;32;3;0
1;826;42;2;0
1;365;66;0;1
1;16;66;5;1
1;365;53;1;0
1;847;31;5;0
0;51;32;2;0
1;227;66;1;0
0;498;56;5;0
0;173;32;4;12
0;310;12;0;0
0;277;21;6;0
0;528;4;1;0
0;595;40;0;2
1;538;14;4;0
1;578;43;1;8
0;606;34;6;0
0;346;19;5;0
0;344;62;5;0
0;18;51;3;0
0;795;51;3;1
1;851;66;4;4
1;677;31;3;0
0;463;22;2;0
0;190;46;6;3
1;176;15;0;10
1;285;41;2;2
1;214;0;4;0
1;567;3;3;0
1;548;65;4;0
1;346;41;3;1
1;294;15;4;1
1;597;35;4;2
0;540;62;6;1
1;244;43;2;15
0;765;40;6;7
1;435;64;2;0
0;544;62;4;1
0;418;46;4;0
1;380;65;1;2
1;466;0;2;0
1;385;61;1;0
1;820;58;3;0
0;520;34;3;0
0;800;34;4;1
1;524;15;6;23
1;10;43;2;2
0;218;22;5;0
0;27;62;6;0
0;160;56;0;3
1;365;15;3;1
0;239;62;3;0
1;407;58;5;1
1;398;31;1;3
1;259;58;3;0
0;10;32;0;1
1;395;63;3;3
1;218;43;2;1
0;401;34;1;0
0;529;46;5;3
0;26;22;3;0
0;105;52;0;1
0;639;56;3;2
1;372;50;1;0
1;181;64;2;0
1;504;41;4;1
1;563;63;1;2
0;715;46;1;3
0;429;4;0;0
0;688;12;6;0
1;231;58;5;0
0;346;5;2;0
0;607;51;2;0
0;271;34;5;0
0;204;52;5;0
0;387;12;6;2
1;241;65;6;1
1;234;64;3;6
0;486;40;0;2
1;743;35;3;0
1;798;31;3;6
1;472;66;6;0
1;249;66;6;1
0;329;62;4;1
0;874;12;1;0
1;449;0;5;0
1;826;27;6;2
1;463;63;2;1
1;477;64;2;0
0;717;46;6;2
1;191;35;4;3
0;141;62;4;1
0;380;62;4;4
1;551;35;1;1
0;122;34;0;0
1;268;43;6;5
1;827;57;5;1
1;837;63;4;0
0;185;12;2;0
1;24;27;4;2
1;261;31;4;12
1;246;14;3;1
1;265;66;5;0
0;235;56;2;0
1;473;43;5;0
1;850;63;4;1
1;228;0;5;2
1;816;64;5;0
1;777;55;3;0
0;766;34;4;10
1;249;43;1;4
0;359;32;4;0
1;802;57;2;0
0;250;4;1;1
1;592;63;3;1
1;424;31;4;0
1;188;15;2;9
0;250;52;5;1
1;585;64;1;0
0;777;10;2;0
1;760;49;2;0
1;822;42;6;0
0;354;21;4;0
0;553;22;2;0
0;347;46;3;0
1;199;0;5;6
1;354;57;0;0
1;308;63;5;1
0;605;4;0;1
1;252;65;3;0
0;25;11;3;1
1;434;63;1;2
0;251;40;6;1
0;748;62;1;0
1;207;66;5;4
0;234;12;3;0
0;242;22;0;1
0;326;34;4;1
0;645;46;5;1
0;819;40;6;2
0;11;32;2;1
0;812;52;4;0
0;390;46;4;2
1;207;58;3;1
1;585;66;6;7
1;412;0;1;0
0;88;32;5;0
0;667;46;2;0
0;252;21;2;1
1;96;66;1;9
0;239;34;2;1
1;827;63;6;4
1;322;66;0;0
1;227;41;2;0
0;35;52;1;5
1;602;65;1;0
1;350;64;0;4
1;534;64;4;0
0;259;32;0;3
1;849;64;6;2
0;33;46;5;1
0;147;56;4;0
0;2;52;0;0
0;399;5;1;0
1;579;27;0;1
0;774;52;3;1
1;55;57;4;0
1;373;57;0;0
0;142;56;6;0
0;222;56;0;1
1;757;63;4;3
1;672;63;4;0
1;173;31;1;14
0;191;12;6;0
0;105;4;3;0
1;80;66;4;19
0;342;11;6;1
0;79;22;1;0
1;585;31;3;3
0;788;32;5;0
0;522;21;4;1
0;795;28;0;1
1;216;35;2;4
0;208;32;3;0
1;792;64;2;3
1;405;63;0;0
1;782;63;6;3
0;1;56;4;0
1;733;43;3;3
1;750;58;0;1
0;237;52;3;0
1;308;35;3;1
1;151;63;6;0
1;554;63;3;1
0;235;11;6;0
0;209;40;2;6
0;814;51;0;0
1;469;42;5;0
0;439;10;2;0
1;864;61;1;1
1;285;64;4;3
0;241;40;3;2
1;11;0;2;2
0;811;51;2;0
0;873;22;4;3
1;322;31;1;1
0;530;56;4;1
1;852;57;0;0
1;769;57;4;0
1;823;64;6;4
1;246;27;6;0
0;32;46;1;3
1;133;8;1;0
0;768;46;1;2
1;60;35;2;2
1;833;15;5;0
0;257;51;3;1
1;3;66;0;1
0;180;52;5;0
1;109;61;0;1
0;270;52;4;1
1;151;0;3;2
0;804;46;2;0
0;674;56;1;0
0;143;10;3;0
1;504;66;4;0
1;440;61;2;1
1;692;44;0;0
0;575;56;2;0
0;350;32;6;0
0;131;40;1;2
0;242;52;0;0
1;490;63;1;0
1;58;43;5;2
1;380;64;3;9
1;523;43;4;8
0;244;47;5;0
0;173;56;4;2
1;245;61;4;4
1;8;63;6;0
0;144;62;6;2
0;259;11;1;0
1;560;43;5;3
1;361;29;2;0
1;777;27;6;1
0;53;46;2;0
0;355;10;1;0
0;273;22;6;0
0;741;12;6;0
1;532;31;4;1
0;833;46;1;0
1;132;27;0;0
0;556;40;6;2
0;717;51;3;0
1;557;64;5;0
0;199;46;1;17
1;815;63;3;2
1;413;14;3;0
0;861;40;3;0
1;853;31;2;0
1;78;42;4;0
0;172;12;3;0
1;853;61;2;0
1;132;63;5;1
1;241;42;6;0
0;694;46;5;2
0;574;22;0;0
0;27;62;5;0
1;489;49;6;0
1;176;55;1;0
0;60;4;3;0
0;135;19;3;0
1;179;66;6;1
0;11;37;2;6
1;717;63;3;5
0;691;22;4;0
1;81;27;6;0
0;504;46;2;1
1;173;3;5;0
0;149;19;1;0
1;292;43;4;4
1;734;15;6;0
0;390;62;6;0
0;40;22;0;0
0;293;10;3;0
1;757;65;5;0
0;861;40;0;0
0;766;19;4;0
1;205;31;3;0
0;321;40;1;2
1;142;20;2;0
0;174;38;3;0
1;578;35;6;6
1;651;49;6;0
0;762;36;1;0
0;531;51;3;0
1;498;63;4;0
0;16;34;4;10
0;74;59;6;0
1;628;35;3;4
1;388;35;5;0
1;825;15;3;0
1;791;65;3;0
0;814;21;1;0
0;282;16;2;0
0;227;40;5;2
1;86;31;6;4
1;832;15;1;0
1;662;35;3;3
1;388;33;1;0
0;67;62;0;1
0;439;40;6;5
0;853;52;0;0
1;638;43;6;0
0;841;11;6;0
1;204;15;4;3
0;422;32;5;0
1;695;66;3;0
1;527;64;4;3
0;257;62;4;2
1;148;35;2;1
0;259;34;1;1
1;276;42;4;0
0;421;56;3;0
1;257;15;2;2
0;294;56;4;1
1;200;27;2;0
0;245;52;5;0
0;43;46;1;3
1;321;31;5;0
1;824;58;2;3
1;852;33;1;0
1;452;61;3;4
0;268;32;3;1
0;182;10;0;0
0;135;17;4;0
1;164;43;1;1
1;267;63;3;1
1;387;27;5;3
0;73;21;2;0
0;23;52;4;0
1;522;65;0;6
1;58;61;5;0
1;389;35;5;0
1;62;33;1;0
0;693;4;3;0
1;406;57;2;0
0;855;34;6;1
0;401;62;5;0
0;579;46;4;4
1;396;64;2;1
1;199;61;6;4
1;176;64;1;7
1;819;43;0;0
1;23;35;3;2
1;400;42;4;1
0;331;32;2;1
1;3;63;4;0
0;152;22;5;0
1;578;66;3;0
0;385;62;0;0
0;157;62;4;0
1;876;63;5;6
0;827;40;2;14
1;572;27;2;0
0;113;12;2;0
1;623;43;0;0
1;151;31;1;2
1;187;15;3;4
0;157;36;4;0
0;719;40;1;0
1;522;63;4;10
1;324;57;1;2
1;185;3;0;0
0;37;10;4;0
0;14;34;2;37
0;49;59;1;0
0;615;19;6;0
0;634;32;5;0
0;280;40;2;0
1;778;35;3;1
1;530;63;0;0
0;212;59;6;0
1;573;49;2;0
1;189;42;3;1
0;571;32;5;1
1;15;43;3;3
0;132;56;4;0
0;556;19;2;0
1;51;43;2;1
1;164;43;0;5
1;216;31;2;0
0;850;32;1;1
0;261;4;4;0
1;827;61;0;10
1;396;20;3;0
1;573;58;3;0
1;63;15;5;1
0;260;34;4;1
1;532;64;0;0
0;76;4;0;3
1;256;61;5;1
1;150;33;0;0
1;403;15;2;29
1;222;15;6;1
1;300;31;2;0
0;580;56;1;3
1;640;0;1;0
1;248;42;6;0
0;724;40;5;0
1;864;31;0;1
0;766;34;6;7
1;759;63;4;1
1;373;66;0;1
1;259;27;0;1
0;777;17;4;0
1;393;31;6;6
0;538;32;4;0
1;444;65;0;0
0;745;40;2;2
1;324;15;5;4
0;685;32;5;0
0;255;22;3;1
1;683;63;1;0
0;291;62;0;0
0;106;32;2;1
1;406;61;5;4
1;112;63;5;0
0;66;46;1;2
1;867;15;1;0
1;105;43;5;0
1;332;61;2;1
1;201;41;2;0
1;151;58;1;1
1;774;14;2;0
1;475;63;5;0
0;766;32;0;4
1;35;41;5;0
1;73;58;3;0
1;701;27;2;0
1;499;41;2;0
0;753;40;4;0
0;38;11;1;0
0;341;32;0;0
1;174;63;3;5
1;305;64;1;0
0;361;40;2;2
1;851;31;6;2
1;239;41;1;0
1;29;66;6;0
0;113;36;0;0
1;290;15;5;3
1;854;63;6;0
1;873;31;3;0
0;52;22;3;1
0;131;34;4;2
1;278;66;1;2
1;184;27;4;0
1;144;63;1;2
1;765;31;3;0
1;817;64;4;4
0;598;12;1;0
1;256;41;0;4
1;285;0;4;1
0;178;56;2;0
1;201;31;3;4
1;512;64;4;2
0;355;11;5;0
0;675;59;4;0
0;498;52;1;2
1;691;43;0;2
1;765;65;2;3
1;286;55;0;0
1;520;64;4;6
1;491;27;4;2
1;293;63;2;5
1;554;35;3;3
1;273;64;3;7
0;190;52;4;0
1;425;64;0;1
1;185;63;0;0
0;604;34;1;1
1;203;35;0;0
1;356;35;3;1
0;180;34;4;4
1;491;63;5;0
0;673;40;2;0
1;229;63;1;7
0;160;40;4;1
0;194;11;3;0
0;768;56;0;8
1;820;63;1;1
0;267;21;5;0
1;756;43;6;1
0;599;52;2;1
1;244;65;3;0
1;41;53;4;0
1;460;61;0;1
0;203;62;5;1
0;377;52;6;0
0;95;34;6;0
1;273;44;6;0
0;59;56;4;0
1;520;66;4;0
0;534;46;0;0
0;313;4;3;0
0;219;21;1;0
1;187;35;3;0
1;88;63;6;2
0;152;40;1;1
0;272;46;3;2
1;718;15;3;1
1;381;43;3;1
0;169;32;2;0
0;200;10;3;0
1;764;49;1;1
0;580;32;3;0
0;2;22;3;1
1;118;49;4;0
0;3;11;3;1
0;834;22;4;0
0;178;32;4;0
1;545;65;4;0
1;337;43;3;2
0;279;52;0;1
1;4;63;0;4
1;545;35;4;0
1;279;61;4;4
0;807;40;4;2
0;407;36;3;0
0;23;34;0;0
0;817;22;2;0
1;134;35;2;0
1;174;64;5;3
1;780;42;0;9
0;93;46;1;2
1;737;61;1;0
0;876;28;6;0
1;749;57;1;0
0;398;52;1;0
1;22;63;2;0
1;851;27;1;0
1;259;42;5;0
1;766;35;2;3
1;827;6;4;0
1;594;31;0;1
1;102;66;2;0
1;81;27;3;0
1;823;14;3;0
1;559;15;4;1
1;314;15;6;2
0;334;34;2;2
0;382;46;2;1
0;563;52;6;2
0;5;34;3;4
1;55;44;6;0
1;647;49;5;0
0;559;56;6;0
1;161;43;3;1
1;377;35;2;1
1;229;15;3;1
1;853;31;1;1
1;217;61;3;0
0;404;21;2;0
1;394;64;3;7
1;60;49;0;1
1;729;61;4;0
0;472;11;1;0
0;579;32;4;12
1;695;66;6;0
1;822;43;0;0
0;752;10;4;0
0;403;52;2;6
1;787;14;2;1
1;456;41;2;0
0;266;40;2;2
1;60;15;6;5
1;596;31;1;1
0;622;22;0;0
1;61;63;2;0
1;521;64;6;0
1;73;42;3;0
0;238;40;0;0
0;290;36;5;0
1;846;31;2;9
0;400;56;1;1
0;149;4;6;0
1;142;63;2;0
1;27;65;5;0
1;759;63;2;0
1;366;61;1;0
0;817;22;5;1
1;172;0;1;4
0;857;46;3;0
1;798;15;0;3
0;350;46;3;5
0;191;52;6;3
1;241;63;1;2
1;93;49;4;0
0;10;46;1;0
1;573;61;4;0
0;409;52;0;1
1;86;27;0;0
0;787;32;0;2
0;732;32;4;1
1;49;54;5;4
0;846;51;3;0
1;512;63;5;2
1;24;43;4;5
0;86;22;1;1
0;466;40;3;2
1;275;15;0;2
0;70;51;3;0
1;429;2;1;0
1;168;66;3;0
1;201;64;0;0
0;155;40;6;2
1;602;66;1;1
0;15;16;6;0
1;755;15;5;1
0;747;62;1;2
1;509;43;4;4
1;854;65;3;0
0;478;52;2;0
0;392;19;3;1
0;21;37;2;3
0;764;19;3;0
1;605;35;0;3
0;15;34;3;26
1;810;58;2;1
0;274;34;0;2
1;811;15;2;0
1;28;66;2;1
1;32;58;4;0
1;507;49;1;0
0;260;40;6;10
1;689;15;5;2
1;721;53;1;0
1;859;64;6;0
1;257;33;5;1
0;207;51;1;0
1;103;0;6;0
0;197;40;5;1
0;780;52;0;1
1;641;15;2;1
0;292;40;0;0
1;96;63;6;4
0;432;56;6;1
0;773;62;5;2
1;56;35;6;0
1;324;35;1;0
1;22;49;1;2
0;669;40;5;0
0;679;32;3;0
1;338;61;6;0
0;382;62;2;1
1;820;31;2;5
0;407;10;1;0
1;62;58;2;0
1;160;64;1;1
0;237;5;2;0
1;601;15;4;0
1;708;31;2;0
0;48;51;0;1
0;225;46;0;2
1;413;64;4;1
1;229;0;2;2
1;540;63;3;1
0;498;46;4;1
0;228;11;4;0
0;293;40;4;0
1;451;41;2;0
1;38;27;4;3
0;258;4;5;0
1;585;14;3;0
0;593;40;1;0
1;596;35;4;0
1;361;64;5;6
1;754;31;3;2
0;652;51;5;0
1;823;63;1;1
0;33;12;1;0
1;566;35;4;2
1;407;65;5;0
1;266;58;1;0
0;144;22;6;1
0;828;40;0;0
0;7;4;3;0
0;118;32;4;2
1;559;64;1;0
1;718;3;2;2
0;387;22;1;1
0;53;52;6;0
1;94;50;0;0
1;164;42;5;0
0;261;32;3;3
0;362;21;6;0
1;211;63;0;2
0;390;52;1;0
1;209;41;6;0
1;169;63;0;0
0;343;4;4;0
1;478;27;5;0
1;147;43;6;4
1;203;31;6;1
0;326;40;4;3
0;678;4;0;0
1;821;61;4;2
1;477;42;3;0
1;354;31;6;0
0;221;34;6;0
0;274;52;2;0
0;271;40;0;1
0;724;22;6;0
0;738;46;6;0
0;403;46;0;2
1;173;64;6;6
0;586;62;6;1
0;715;34;3;2
1;435;31;0;0
1;522;65;2;3
1;186;43;3;0
1;114;63;0;2
0;11;34;2;6
1;851;63;1;3
1;659;43;5;0
0;687;11;0;0
1;66;64;4;0
0;871;34;0;0
0;100;40;0;1
1;635;31;4;2
1;253;15;6;13
1;460;49;6;0
0;362;4;2;1
0;607;46;0;1
0;110;40;4;1
0;600;56;2;0
0;420;34;0;1
0;121;62;0;0
0;36;22;5;3
0;757;34;6;0
1;285;20;3;0
1;180;61;5;3
1;26;43;0;4
1;210;41;4;0
0;306;40;2;8
1;244;41;0;1
1;390;43;3;5
0;859;40;1;0
0;148;62;6;6
0;639;40;6;1
1;321;42;6;0
1;221;27;3;0
0;183;17;1;0
1;821;57;4;0
0;372;51;3;1
0;165;46;4;1
0;398;46;1;2
0;67;62;4;2
0;411;46;3;0
0;320;11;1;0
1;767;61;0;9
1;457;64;3;1
1;291;6;3;0
0;523;19;1;1
1;281;3;5;0
0;373;32;6;1
0;434;16;4;0
0;445;56;0;1
1;292;0;0;0
1;816;41;3;2
0;811;40;3;6
0;302;4;0;1
0;274;36;5;0
0;350;40;6;0
1;521;42;2;1
1;778;43;0;0
0;618;51;6;0
1;565;0;5;1
1;210;63;0;1
1;486;35;6;0
1;705;43;3;0
1;316;63;2;2
1;277;35;0;2
1;595;57;3;1
1;475;43;0;0
0;723;40;3;2
1;595;63;0;1
1;501;35;1;0
0;170;36;6;1
0;766;5;2;1
1;259;57;4;0
0;201;21;1;0
0;166;34;3;0
0;154;11;4;0
0;593;56;1;0
1;99;43;0;1
0;549;22;1;0
0;0;40;3;0
1;802;61;2;0
1;64;42;6;0
0;252;32;5;1
1;262;65;2;0
1;538;31;0;2
0;640;52;3;0
1;267;6;3;0
0;124;5;6;0
1;846;6;0;2
0;130;32;3;0
0;417;11;0;0
0;36;46;0;0
1;791;63;1;0
0;520;4;1;0
1;75;15;3;10
0;210;46;6;0
0;285;46;4;6
1;870;31;3;0
0;356;46;1;1
0;519;22;4;0
1;561;65;2;0
0;230;56;2;1
1;361;57;0;1
0;337;32;4;0
0;144;62;1;0
1;226;35;4;3
0;441;40;2;0
1;127;27;0;1
0;463;46;2;1
1;49;61;2;6
1;239;57;5;1
1;193;66;4;0
0;690;56;0;0
1;24;15;1;4
0;398;36;6;0
0;434;16;6;1
0;572;52;1;1
1;209;64;2;1
1;259;15;2;5
0;118;34;2;2
1;260;43;3;7
0;187;40;5;6
1;25;53;3;0
0;253;22;4;0
1;246;64;0;1
1;854;61;1;1
0;530;62;4;0
0;789;22;5;1
1;67;15;0;1
0;306;34;0;0
0;17;32;0;1
0;294;32;3;2
0;819;46;1;1
0;753;56;5;0
0;434;46;3;1
0;44;37;2;0
1;846;42;5;0
1;377;41;1;4
0;513;40;6;0
0;715;11;2;0
1;234;0;3;0
0;739;62;1;1
0;9;32;5;0
1;520;63;4;0
1;605;35;4;2
1;270;35;6;1
0;675;46;0;1
1;783;15;2;0
0;544;19;2;0
0;370;40;1;11
0;869;34;4;0
1;207;35;4;2
1;673;35;4;0
1;561;43;4;1
1;205;43;0;2
1;203;66;1;2
0;198;34;6;8
1;194;64;3;2
1;513;43;6;8
0;29;32;5;0
1;848;61;3;2
1;514;65;5;1
0;4;52;5;8
0;670;22;6;1
1;734;54;0;5
1;56;64;1;0
1;23;63;3;3
0;260;19;2;1
0;273;46;3;3
1;424;63;5;0
0;498;52;5;1
1;434;27;5;0
0;257;40;0;1
0;365;62;1;1
1;420;43;4;0
0;36;46;2;0
0;510;32;0;2
1;51;15;5;0
0;666;32;2;0
1;255;66;4;2
1;376;43;2;1
0;552;4;6;0
0;485;11;6;0
0;860;34;1;0
1;183;61;0;1
0;398;4;3;2
1;58;58;5;0
1;336;43;6;1
1;455;63;4;0
0;20;11;5;2
1;360;0;5;1
1;300;64;0;0
0;181;40;2;0
1;442;31;1;0
0;865;40;3;1
1;730;63;6;0
0;283;22;1;0
1;62;63;3;0
1;550;31;1;0
1;158;35;5;3
1;383;63;2;0
1;86;53;0;0
1;362;58;4;0
0;655;62;5;0
1;610;58;3;1
0;524;4;4;0
0;719;40;6;0
1;440;45;2;0
1;640;58;1;0
1;188;41;0;0
1;293;43;1;2
0;14;10;2;0
1;92;31;4;4
0;352;32;5;0
1;349;35;3;0
0;165;62;0;2
0;201;34;1;0
0;384;32;4;0
1;42;61;2;0
0;799;22;0;2
0;805;34;6;1
0;143;22;5;0
1;88;42;4;1
1;516;64;1;0
1;717;61;6;2
1;438;42;0;0
0;161;62;1;2
1;309;66;0;0
1;382;35;0;0
1;72;63;6;1
1;96;35;1;2
1;178;43;2;4
1;214;33;2;0
0;765;52;6;1
0;218;52;0;0
0;826;32;6;3
1;857;41;1;1
0;582;11;2;1
0;379;21;2;0
1;171;61;6;0
1;234;53;2;0
0;404;11;2;0
1;17;31;2;0
1;823;42;3;1
1;73;35;6;0
1;756;66;0;0
1;113;63;1;0
1;23;15;4;4
0;180;32;5;0
1;371;64;3;1
1;438;61;2;0
1;291;31;0;2
0;382;52;6;0
1;93;61;6;1
0;189;4;5;0
0;295;40;0;5
0;176;62;4;5
0;584;38;2;0
1;361;41;6;6
0;648;62;1;0
1;755;31;5;2
1;498;63;1;0
1;451;6;5;0
0;199;40;0;4
0;198;4;6;0
1;150;65;6;0
0;255;46;3;0
1;805;31;6;0
1;580;55;6;0
1;176;44;0;0
0;806;62;1;0
0;575;10;4;1
1;39;63;3;1
1;669;31;0;2
1;682;43;3;0
0;672;51;6;0
0;519;40;3;0
0;695;4;0;0
0;87;47;6;0
0;746;19;3;1
1;762;65;0;0
1;185;64;0;0
0;199;46;2;1
1;507;49;3;0
0;378;56;3;3
1;812;66;1;0
1;72;31;2;1
0;194;36;1;0
0;581;22;0;1
0;160;52;1;0
0;236;46;2;1
1;355;43;0;2
0;850;22;0;1
1;17;55;4;0
0;244;10;4;0
1;272;31;1;1
1;618;27;3;0
0;647;12;0;0
0;832;22;0;1
0;639;52;5;0
0;172;32;2;0
1;555;41;0;1
0;758;62;3;0
1;786;63;4;0
0;229;62;4;0
0;742;62;2;1
1;595;14;6;0
0;208;60;4;0
1;813;42;5;1
1;365;43;3;3
0;28;46;6;2
0;825;19;0;0
0;359;62;5;0
0;233;52;6;0
1;859;27;5;0
0;832;22;1;1
0;641;10;6;0
0;209;22;0;2
1;542;63;1;1
0;307;40;2;1
1;604;43;4;2
0;75;34;5;1
0;47;10;3;0
1;288;6;2;1
1;81;58;3;0
1;75;50;1;0
0;774;46;2;2
0;310;37;2;2
1;93;41;2;0
0;135;19;0;0
0;40;34;4;0
0;514;34;2;1
0;851;11;5;0
0;173;56;5;0
0;556;62;4;1
1;493;41;3;0
0;550;34;6;0
0;444;47;4;0
0;652;32;0;1
1;178;14;0;0
0;217;32;4;0
0;806;62;3;1
0;36;12;0;0
1;350;42;4;2
1;691;31;5;0
0;67;40;2;0
0;377;40;4;3
0;292;40;3;1
0;478;40;1;1
1;537;58;1;2
1;29;55;1;0
1;224;61;3;3
0;579;4;0;1
0;566;46;2;4
1;841;43;6;0
1;341;31;2;0
0;270;11;6;0
0;673;22;1;0
1;814;31;6;4
0;815;4;3;0
1;444;31;6;4
0;391;46;3;3
0;487;11;0;0
0;846;46;6;3
1;157;63;3;1
0;375;34;4;1
0;85;46;4;0
1;58;66;5;1
1;407;35;6;0
1;289;61;4;1
0;71;40;2;0
0;581;34;1;6
1;380;45;2;0
1;563;31;6;1
1;382;43;6;2
0;33;34;3;23
0;5;11;5;0
1;150;15;5;0
1;129;20;5;0
1;746;43;1;3
0;242;12;0;0
0;132;34;5;1
1;327;61;5;1
1;757;31;6;0
0;778;34;6;2
1;142;27;5;0
0;592;62;2;1
0;207;62;4;0
0;158;11;6;0
0;755;34;3;2
1;128;31;5;0
0;403;32;5;7
1;422;66;5;1
1;209;0;5;2
1;494;41;2;0
1;159;31;1;1
1;5;66;4;0
0;592;22;1;0
0;567;52;2;0
