OBJECTID,SEGMENT_ID,L_F_ADD,L_T_ADD,R_F_ADD,R_T_ADD,PRE_DIR,ST_NAME,ST_TYPE,SUF_DIR,MUN_L,MUN_R,CFCC,SPEEDLIMIT,ONEWAY,HEIGHT,WEIGHT,WIDTH,F_ZLEV,T_ZLEV,SHIELD,HWY_NUM,NBHD_L,NBHD_R,FT_COST,TF_COST,TF_DIR,FT_DIR,STATE00_L,STATE00_R,COUNTY00_L,COUNTY00_R,PLACE00_L,PLACE00_R,TRACT00_L,TRACT00_R,BLOCK00_L,BLOCK00_R,MCD00_L,MCD00_R,STREET_ID,SHAPElen
126,149,582,592,583,597,,Albany,ST,,Boston,Boston,A31,25,,,,,0,0,,,Boston,Boston,0.114,0.114, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,51,254.420064850694
127,150,912,916,919,921,,Albany,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.072,0.072, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,51,132.672399653918
128,151,2,2,1,3,,Albemarle,ST,,Boston,Boston,A41,15,,,,,0,0,,,Boston,Boston,0.08927709,0.08927709, , ,MA,MA,025,025,07000,07000,02115,02115, , ,07000,07000,52,117.845758749464
129,153,2,32,1,31,,Albion,PL,,Boston,Boston,A41,15,,,,,0,0,,,Charlestown,Charlestown,0.283,0.283, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,57,382.998806147944
130,154,2,32,1,31,,Albion,ST,,Boston,Boston,A41,20,,,,,0,0,,,Hyde Park,Hyde Park,0.392,0.392, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,58,689.400075018332
131,155,1,31,32,2,,Albion,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.304,-1, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,59,531.179938629641
132,156,2,22,1,23,,Albright,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.233,0.233, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,60,411.075310960747
133,157,2,52,1,53,,Alcorn,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.216,0.216, , ,MA,MA,025,025,07000,07000,02134,02215, , ,07000,07000,61,374.71216406063
134,158,54,98,55,99,,Alcorn,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.197,0.197, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,61,340.37395207377
135,159,2,26,1,25,,Alcott,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.3,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,62,525.948655616495
136,160,1,7,2,8,,Alder,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.077,0.077, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,63,126.665842784611
137,161,9,67,10,66,,Alder,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.148,0.148, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,63,264.819433815483
138,162,69,99,68,98,,Alder,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.072,0.072, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,63,125.862209540931
139,163,15,1,16,2,,Aldie,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.13148928,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,64,231.421138138331
140,164,41,17,40,18,,Aldie,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.15872755,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,64,279.360493819414
141,165,77,43,78,42,,Aldie,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.3280814,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,64,577.423261652381
142,166,44,90,37,89,,Aldrich,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.362,0.362, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,66,639.563333615262
143,167,92,130,91,125,,Aldrich,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.374,0.374, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,66,650.421422730247
144,168,132,198,127,199,,Aldrich,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.259,0.259, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,66,460.306596325371
145,169,2,12,1,11,,Aldwin,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.122,0.122, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,67,208.717122400806
146,170,2,62,1,61,,Aldworth,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.484,0.484, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,68,845.890096885125
147,171,77,29,74,42,,Alexander,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.36736969,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,69,646.570657580801
148,173,2,8,1,7,,Alfred,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.093,0.093, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,71,162.237080484305
149,175,2,24,1,25,,Alhambra,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.299,0.299, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,74,520.787385032856
150,176,2,48,1,49,,Alicia,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.41,0.41, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,75,713.606962945522
151,177,50,78,51,79,,Alicia,RD,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.14,0.14, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,75,242.522969458955
152,178,2,4,1,5,,Alkyris,RD,,Boston,Boston,A74,15,,,,,0,0,,,West Roxbury,West Roxbury,0.122,0.122, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,76,260.618084816404
153,179,15,1,14,2,,Alleghany,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,-1,0.177, , ,MA,MA,025,025,07000,07000,02120,02120, , ,07000,07000,79,311.574441950429
154,180,,,,,,Allston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.025,0.025, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,88,67.947547952314
155,181,,,,,,Allston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.014,0.014, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,88,29.7822233434867
156,182,,,,,,Allston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.023,0.023, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,88,50.0668257633255
157,183,160,168,161,179,,Allston,ST,,Boston,Boston,A31,25,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.131,0.131, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,88,291.682346976119
158,184,198,198,199,199,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.057,0.057, , ,MA,MA,025,025,07000,07000,02134,02135, , ,07000,07000,88,97.1952279350835
159,185,200,208,201,209,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.059,0.059, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,100.877809701607
160,186,210,212,211,213,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.057,0.057, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,102.939791372744
161,187,214,244,215,245,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.055,0.055, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,96.5389950449894
162,188,246,258,247,267,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.188,0.188, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,332.48909304132
163,189,260,274,269,279,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.128,0.128, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,217.330233113894
164,190,276,302,281,303,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.128,0.128, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,222.566853728926
165,191,304,324,305,325,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.259,0.259, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,88,454.037670958474
166,192,2,12,1,11,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.141,0.141, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,247.733352230566
167,193,14,14,13,15,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.058,0.058, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,104.339826002937
168,194,16,18,17,17,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.066,0.066, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,113.600612719774
169,195,20,28,19,29,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.144,0.144, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,245.684582572992
170,196,30,40,31,39,,Allston,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.182,0.182, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,90,320.251928211498
171,197,51,1,52,2,,Allston,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,0.39030676,-1, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,89,686.939903462781
172,198,2,2,1,1,,Allston,SQ,,Boston,Boston,A71,5,N,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,-1, , ,MA,MA, , , , ,02134,02134, , ,07000,07000,4650,138.421702188031
173,199,120,144,131,149,,Almont,ST,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.154,0.154, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,91,266.834572378037
174,200,146,158,151,165,,Almont,ST,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.165,0.165, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,91,297.267156344857
175,201,160,178,167,179,,Almont,ST,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.169,0.169, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,91,291.758717934647
176,202,238,298,229,299,,Almont,ST,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.088,0.088, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,91,161.831874962122
177,203,2,38,1,27,,Alpheus,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.287,0.287, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,95,484.626159373224
178,204,40,68,29,35,,Alpheus,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.157,0.157, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,95,257.883075390429
179,205,70,84,37,43,,Alpheus,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.122,0.122, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,95,212.993718038557
180,206,86,98,45,99,,Alpheus,RD,,Boston,Boston,A41,20,,,,,0,0,,,Roslindale,Roslindale,0.126,0.126, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,95,219.670100756433
181,207,21,1,18,2,,Alpine,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roxbury,Roxbury,0.17718338,-1, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,98,311.842756193897
182,213,2,16,1,15,,Althea,ST,,Boston,Boston,A41,20,,,,,0,0,,,Dorchester,Dorchester,0.189,0.189, , ,MA,MA,025,025,07000,07000,02122,02122, , ,07000,07000,101,334.00539946922
183,214,,,4,8,,Alvah Kittredge,PARK,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.044,0.044, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,103,99.2660972085884
184,215,2,10,1,9,,Alvan,TER,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.151,0.151, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,104,211.244619685605
185,216,6,16,5,17,,Alvarado,AVE,,Boston,Boston,A41,15,,,,,0,0,,,Hyde Park,Hyde Park,0.286,0.286, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,105,380.212307075078
186,223,2,16,1,15,,Alward,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.276,0.276, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,108,475.336322365369
187,224,6,16,9,19,,Alwin,ST,,Boston,Boston,A31,25,,,,,0,0,,,Hyde Park,Hyde Park,0.111,0.111, , ,MA,MA,025,025,07000,07000,02136,02136, , ,07000,07000,109,214.355751848623
188,225,2,6,1,7,,Amboy,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.115,0.115, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,110,200.670376177023
189,231,100,144,101,145,,Ames,ST,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.485,0.485, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,115,601.778760718782
190,232,2,24,1,25,,Amesbury,ST,,Boston,Boston,A41,15,,,,,0,0,,,West Roxbury,West Roxbury,0.333,0.333, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,116,294.421560960986
191,233,51,1,50,2,,Amherst,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,-1,0.332, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,117,607.159944556622
192,234,2,48,1,49,,Amoret,RD,,Boston,Boston,A74,5,N,,,,0,0,,,West Roxbury,West Roxbury,-1,-1, , ,MA,MA, , , , ,02132,02132, , ,07000,07000,4655,59.3390856007793
193,235,50,98,51,99,,Amoret,RD,,Boston,Boston,A74,5,N,,,,0,0,,,West Roxbury,West Roxbury,-1,-1, , ,MA,MA, , , , ,02132,02132, , ,07000,07000,4655,138.543819241026
194,237,68,84,81,85,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.076,0.076, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,119,133.333726526675
195,238,86,98,87,97,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.068,0.068, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,119,121.680643555252
196,239,100,114,99,113,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.153,0.153, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,119,269.388887485692
197,240,116,140,115,143,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.151,0.151, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,119,260.207666374287
198,241,142,162,145,165,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.139,0.139, , ,MA,MA,025,025,07000,07000,02119,02119, , ,07000,07000,119,244.956313046289
199,242,164,168,167,169,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.133,0.133, , ,MA,MA,025,025,07000,07000,02119,02130, , ,07000,07000,119,224.986341498926
200,243,170,174,171,175,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.153,0.153, , ,MA,MA,025,025,07000,07000,02119,02130, , ,07000,07000,119,19.0230164374683
201,244,212,236,211,229,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.133,0.133, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,119,225.446187178229
202,245,238,288,231,267,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.393,0.393, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,119,667.334729429644
203,246,290,328,269,331,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.193,0.193, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,119,358.223649074585
204,247,362,440,363,441,,Amory,ST,,Boston,Boston,A41,20,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.5,0.5, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,119,871.056232484125
205,251,76,100,83,99,,Anawan,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.183,0.183, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,120,331.458086842484
206,252,102,114,101,119,,Anawan,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.185,0.185, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,120,318.476881032982
207,253,116,198,121,199,,Anawan,AVE,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.202,0.202, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,120,348.256754265629
208,254,2,10,1,9,,Anawan,TER,,Boston,Boston,A41,15,,,,,0,0,,,Roslindale,Roslindale,0.122,0.122, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,121,147.83484226434
209,257,25,23,28,24,,Anderson,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.04100826,-1, , ,MA,MA,025,025,07000,07000,02114,02114, , ,07000,07000,125,72.1745463411767
210,259,48,56,49,55,,Anderson,ST,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.05378867,0.05378867, , ,MA,MA,025,025,07000,07000,02114,02114, , ,07000,07000,125,94.6680558653237
211,260,1,3,2,4,,Anderson,PL,,Boston,Boston,A71,5,N,,,,0,0,,,Boston,Boston,-1,-1, , ,MA,MA, , , , ,02114,02114, , ,07000,07000,4658,79.1148834215041
212,267,2,16,1,17,,Annapolis,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Dorchester,Dorchester,0.193,-1, , ,MA,MA,025,025,07000,07000,02125,02125, , ,07000,07000,134,342.915545047323
213,268,2,22,1,21,,Annavoy,ST,,Boston,Boston,A41,20,,,,,0,0,,,East Boston,East Boston,0.129,0.129, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,135,227.051264597373
214,269,24,98,23,99,,Annavoy,ST,,Boston,Boston,A41,20,,,,,0,0,,,East Boston,East Boston,0.196,0.196, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,135,342.855829802067
215,270,2,16,1,17,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.143,0.143, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,246.435327249061
216,271,18,28,19,29,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.141,0.141, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,248.572614302091
217,272,30,40,31,35,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.092,0.092, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,172.839386896439
218,273,42,50,37,49,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.128,0.128, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,213.049801180988
219,274,,,,,,Ansonia,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.215,0.215, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,140,83.2439211397158
220,275,32,50,29,49,,Anthony Rip Valenti,WAY,,Boston,Boston,A41,20,,,,,0,0,,,Boston,Boston,0.11771275,0.11771275, , ,MA,MA,025,025,07000,07000,02114,02114, , ,07000,07000,143,207.174443961906
221,276,2,10,1,9,,Anthony J Grieco,TER,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.231,0.231, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,142,233.624060881137
222,278,2,16,1,15,,Antwerp,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.127,0.127, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,145,228.011225441791
223,279,18,32,17,35,,Antwerp,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.124,0.124, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,145,220.467124350691
224,281,64,88,79,89,,Antwerp,ST,,Boston,Boston,A41,20,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.12578235,0.12578235, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,145,221.376943949115
225,283,2,10,1,5,,Appian,WAY,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.119, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,147,207.999904238903
226,284,12,12,7,11,,Appian,WAY,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,-1,0.139, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,147,246.601617674295
227,285,2,6,1,7,,Appian,PL,,Boston,Boston,A41,15,,,,,0,0,,,East Boston,East Boston,0.1,0.1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,146,122.743597836537
228,286,9,1,6,2,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.24132967,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,424.740217475182
229,287,67,11,74,8,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.34933106,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,614.822662987131
230,288,129,69,128,76,,Appleton,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Boston,Boston,0.347729,-1, , ,MA,MA,025,025,07000,07000,02116,02116, , ,07000,07000,148,612.003044107205
231,290,2,14,1,15,,Arbella,RD,,Boston,Boston,A41,15,,,,,0,0,,,Dorchester,Dorchester,0.19,0.19, , ,MA,MA,025,025,07000,07000,02124,02124, , ,07000,07000,150,250.800148991141
232,291,2,22,1,23,,Arborcrest,TER,,Boston,Boston,A41,20,,,,,0,0,,,Mattapan,Mattapan,0.27,0.27, , ,MA,MA,025,025,07000,07000,02126,02126, , ,07000,07000,151,486.587932143297
233,293,49,33,50,32,,Archdale,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,-1,0.119, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,164,218.125907099725
234,294,71,51,70,52,,Archdale,RD,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,-1,0.127, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,164,224.508240907439
235,295,67,1,66,2,,Arcola,ST,,Boston,Boston,A41,15,,,,,0,0,,,Jamaica Plain,Jamaica Plain,0.24,0.24, , ,MA,MA,025,025,07000,07000,02130,02130, , ,07000,07000,165,321.309891454922
236,296,2,50,1,51,,Ardale,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.403,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,166,701.462461581645
237,297,52,120,53,119,,Ardale,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Roslindale,Roslindale,0.531,-1, , ,MA,MA,025,025,07000,07000,02131,02131, , ,07000,07000,166,934.097544630062
238,298,1,11,2,10,,Ardee,ST,,Boston,Boston,A41,15,FT,,,,0,0,,,East Boston,East Boston,0.18875573,-1, , ,MA,MA,025,025,07000,07000,02128,02128, , ,07000,07000,167,249.157568819495
239,299,2,32,1,37,,Arden,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.328,-1, , ,MA,MA,025,025,07000,07000,02134,02134, , ,07000,07000,168,566.925266868838
240,300,2,108,1,109,,Atkinson,ST,,Boston,Boston,A41,20,,,,,0,0,,,Roxbury,Roxbury,0.322,0.322, , ,MA,MA,025,025,07000,07000,02118,02118, , ,07000,07000,221,562.641567125395
241,303,703,697,644,640,,Atlantic,AVE,,Boston,Boston,A31,25,FT,,,,0,0,,,Boston,Boston,0.03735802,-1, , ,MA,MA,025,025,07000,07000,02111,02111, , ,07000,07000,222,82.1876437049306
242,304,21,1,22,2,,Atlantic,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,South Boston,South Boston,0.21002261,-1, , ,MA,MA,025,025,07000,07000,02127,02127, , ,07000,07000,223,369.639789479954
243,305,2,42,1,31,,Atlantis,ST,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.277,0.277, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,224,482.805060273625
244,306,2,12,1,15,,Atwill,RD,,Boston,Boston,A41,20,,,,,0,0,,,West Roxbury,West Roxbury,0.138,0.138, , ,MA,MA,025,025,07000,07000,02132,02132, , ,07000,07000,225,244.772218693018
245,307,2,2,1,1,,Atwood,RD,,Boston,Boston,A41,15,,,,,0,0,,,Allston-Brighton,Allston-Brighton,0.179,0.179, , ,MA,MA,025,025,07000,07000,02135,02135, , ,07000,07000,226,102.031027066521
246,309,15,1,18,2,,Auburn,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,0.14773102,-1, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,230,260.006588297702
247,310,27,17,30,20,,Auburn,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,0.078,-1, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,230,140.58857543539
248,311,47,47,42,42,,Auburn,ST,,Boston,Boston,A41,20,FT,,,,0,0,,,Charlestown,Charlestown,-1,0.054, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,230,88.3892649471131
249,313,2,2,1,1,,Auburn,TER,,Boston,Boston,A41,15,,,,,0,0,,,Charlestown,Charlestown,0.063,0.063, , ,MA,MA,025,025,07000,07000,02129,02129, , ,07000,07000,4670,173.594452499824
